number,stateCode,state,townCode,town,localCode,local
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,014,AMATLÁN DE LOS REYES,0016,PEÑUELA
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,022,ATZACAN,0005,DOS RÍOS (TOCUILA)
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,023,ATZALAN,0054,PLAN DE ARROYOS
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,045,COSAMALOAPAN DE CARPIO,0015,GABINO BARREDA
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,073,HUEYAPAN DE OCAMPO,0011,CUATOTOLAPAN ESTACIÓN
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,074,HUILOAPAN DE CUAUHTÉMOC,0001,HUILOAPAN DE CUAUHTÉMOC
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,085,IXTACZOQUITLÁN,0005,CAMPO GRANDE
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,085,IXTACZOQUITLÁN,0035,TUXPANGUILLO
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,087,XALAPA,0018,EL CASTILLO
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,105,MEDELLÍN,0051,PASO DEL TORO
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,112,NAOLINCO,0001,NAOLINCO DE VICTORIA
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,133,PUEBLO VIEJO,0007,HIDALGO
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,141,SAN ANDRÉS TUXTLA,0016,CALERÍA
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,142,SAN JUAN EVANGELISTA,0017,LA CERQUILLA
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,158,TECOLUTLA,0002,BOCA DE LIMA
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,158,TECOLUTLA,0016,HUEYTEPEC
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,181,TLALIXCOYAN,0001,TLALIXCOYAN
6,30,VERACRUZ DE IGNACIO DE LA LLAVE,182,TLALNELHUAYOCAN,0015,GUADALUPE VICTORIA
6,31,YUCATÁN       ,008,CALOTMUL,0001,CALOTMUL
6,31,YUCATÁN       ,009,CANSAHCAB,0001,CANSAHCAB
6,31,YUCATÁN       ,024,CHUMAYEL,0001,CHUMAYEL
6,31,YUCATÁN       ,033,HALACHÓ,0002,CEPEDA
6,31,YUCATÁN       ,034,HOCABÁ,0001,HOCABÁ
6,31,YUCATÁN       ,039,IXIL,0001,IXIL
6,31,YUCATÁN       ,040,IZAMAL,0041,KIMBILÁ
6,31,YUCATÁN       ,047,MANÍ,0001,MANÍ
6,31,YUCATÁN       ,057,PANABÁ,0001,PANABÁ
6,31,YUCATÁN       ,062,SACALUM,0001,SACALUM
6,31,YUCATÁN       ,063,SAMAHIL,0001,SAMAHIL
6,31,YUCATÁN       ,070,SUCILÁ,0001,SUCILÁ
6,31,YUCATÁN       ,090,TIMUCUY,0001,TIMUCUY
6,31,YUCATÁN       ,099,UAYMA,0001,UAYMA
6,31,YUCATÁN       ,102,VALLADOLID,0055,KANXOC
6,31,YUCATÁN       ,102,VALLADOLID,0077,POPOLÁ
6,32,ZACATECAS,006,CAÑITAS DE FELIPE PESCADOR,0001,CAÑITAS DE FELIPE PESCADOR
6,32,ZACATECAS,010,FRESNILLO,0183,LÁZARO CÁRDENAS (RANCHO GRANDE)
6,32,ZACATECAS,016,GENERAL PÁNFILO NATERA,0001,GENERAL PÁNFILO NATERA
6,32,ZACATECAS,037,PÁNUCO,0016,POZO DE GAMBOA
6,32,ZACATECAS,038,PINOS,0001,PINOS
6,32,ZACATECAS,047,TEÚL DE GONZÁLEZ ORTEGA,0001,TEÚL DE GONZÁLEZ ORTEGA
6,32,ZACATECAS,051,VILLA DE COS,0001,VILLA DE COS
6,32,ZACATECAS,051,VILLA DE COS,0008,GONZÁLEZ ORTEGA (BAÑÓN)
6,32,ZACATECAS,053,VILLA GONZÁLEZ ORTEGA,0015,ESTANCIA DE ÁNIMAS
6,32,ZACATECAS,054,VILLA HIDALGO,0001,VILLA HIDALGO
7,01,AGUASCALIENTES,001,AGUASCALIENTES,0479,VILLA LICENCIADO JESÚS TERÁN (CALVILLITO)
7,01,AGUASCALIENTES,005,JESÚS MARÍA,0041,JESÚS GÓMEZ PORTUGAL (MARGARITAS)
7,03,BAJA CALIFORNIA SUR,002,MULEGÉ,0066,GUERRERO NEGRO
7,04,CAMPECHE,004,CHAMPOTÓN,0035,SEYBAPLAYA
7,04,CAMPECHE,010,CALAKMUL,0001,XPUJIL
7,05,COAHUILA DE ZARAGOZA,011,GENERAL CEPEDA,0001,GENERAL CEPEDA
7,06,COLIMA,001,ARMERÍA,0007,COFRADÍA DE JUÁREZ
7,07,CHIAPAS,017,CINTALAPA,0060,LÁZARO CÁRDENAS
7,07,CHIAPAS,026,CHENALHÓ,0001,CHENALHÓ
7,07,CHIAPAS,035,FRONTERA HIDALGO,0001,FRONTERA HIDALGO
7,07,CHIAPAS,101,TUXTLA GUTIÉRREZ,0045,EL JOBO
7,07,CHIAPAS,104,TZIMOL,0001,TZIMOL
7,07,CHIAPAS,104,TZIMOL,0015,SAN VICENTE LA MESILLA
7,07,CHIAPAS,108,VILLAFLORES,0081,DOCTOR DOMINGO CHANONA
7,07,CHIAPAS,111,ZINACANTÁN,0001,ZINACANTÁN
7,07,CHIAPAS,112,SAN JUAN CANCUC,0001,SAN JUAN CANCUC
7,07,CHIAPAS,114,BENEMÉRITO DE LAS AMÉRICAS,0001,BENEMÉRITO DE LAS AMÉRICAS
7,08,CHIHUAHUA,002,ALDAMA,0001,JUAN ALDAMA
7,08,CHIHUAHUA,009,BOCOYNA,0169,SAN JUANITO
7,08,CHIHUAHUA,045,MEOQUI,0015,LÁZARO CÁRDENAS
7,08,CHIHUAHUA,052,OJINAGA,0001,MANUEL OJINAGA
7,08,CHIHUAHUA,060,SANTA BÁRBARA,0001,SANTA BÁRBARA
7,10,DURANGO,018,EL ORO,0001,SANTA MARÍA DEL ORO
7,10,DURANGO,026,SAN DIMAS,0001,TAYOLTITA
7,11,GUANAJUATO,015,GUANAJUATO,0111,SANTA TERESA
7,11,GUANAJUATO,022,OCAMPO,0001,OCAMPO
7,11,GUANAJUATO,033,SAN LUIS DE LA PAZ,0110,MISIÓN DE CHICHIMECAS
7,11,GUANAJUATO,043,VICTORIA,0001,VICTORIA
7,12,GUERRERO,014,BENITO JUÁREZ,0001,SAN JERÓNIMO DE JUÁREZ
7,12,GUERRERO,026,CUETZALA DEL PROGRESO,0001,CUETZALA DEL PROGRESO
7,12,GUERRERO,029,CHILPANCINGO DE LOS BRAVO,0041,JALEACA DE CATALÁN
7,12,GUERRERO,056,TECOANAPA,0001,TECOANAPA
7,12,GUERRERO,081,ILIATENCO,0001,ILIATENCO
7,13,HIDALGO,005,AJACUBA,0006,SAN NICOLÁS TECOMATLÁN
7,13,HIDALGO,035,METEPEC,0001,METEPEC
7,13,HIDALGO,045,OMITLÁN DE JUÁREZ,0001,OMITLÁN DE JUÁREZ
7,13,HIDALGO,048,PACHUCA DE SOTO,0158,SANTIAGO TLAPACOYA
7,13,HIDALGO,051,MINERAL DE LA REFORMA,0078,LOS TUZOS
7,13,HIDALGO,052,SAN AGUSTÍN TLAXIACA,0019,SAN JUAN TILCUAUTLA
7,13,HIDALGO,064,TEPETITLÁN,0001,TEPETITLÁN
7,13,HIDALGO,069,TIZAYUCA,0019,TEPOJACO
7,13,HIDALGO,078,XOCHIATIPAN,0001,XOCHIATIPAN
7,14,JALISCO,002,ACATLÁN DE JUÁREZ,0001,ACATLÁN DE JUÁREZ
7,14,JALISCO,010,ATEMAJAC DE BRIZUELA,0001,ATEMAJAC DE BRIZUELA
7,14,JALISCO,022,CIHUATLÁN,0033,SAN PATRICIO (MELAQUE)
7,14,JALISCO,030,CHAPALA,0002,AJIJIC
7,14,JALISCO,042,HUEJUQUILLA EL ALTO,0001,HUEJUQUILLA EL ALTO
7,14,JALISCO,044,IXTLAHUACÁN DE LOS MEMBRILLOS,0002,ATEQUIZA
7,14,JALISCO,050,JOCOTEPEC,0011,SAN JUAN COSALÁ
7,14,JALISCO,077,SAN MARTÍN HIDALGO,0001,SAN MARTÍN HIDALGO
7,14,JALISCO,082,SAYULA,0026,USMAJAC
7,14,JALISCO,083,TALA,0004,CUISILLOS
7,14,JALISCO,099,TOLIMÁN,0006,CÓPALA
7,14,JALISCO,102,TONAYA,0001,TONAYA
7,14,JALISCO,114,VILLA CORONA,0001,VILLA CORONA
7,15,MÉXICO                      ,002,ACOLMAN,0005,SAN BARTOLO
7,15,MÉXICO                      ,002,ACOLMAN,0012,SANTA CATARINA
7,15,MÉXICO                      ,002,ACOLMAN,0016,SAN MIGUEL XOMETLA
7,15,MÉXICO                      ,008,AMATEPEC,0001,AMATEPEC
7,15,MÉXICO                      ,038,ISIDRO FABELA,0001,TLAZALA DE FABELA
7,15,MÉXICO                      ,042,IXTLAHUACA,0024,SAN JUAN DE LAS MANZANAS
7,15,MÉXICO                      ,051,LERMA,0020,SAN MATEO ATARASQUILLO
7,15,MÉXICO                      ,054,METEPEC,0043,SAN LUCAS TUNCO (SAN LUCAS)
7,15,MÉXICO                      ,054,METEPEC,0055,SANTA MARÍA MAGDALENA OCOTITLÁN
7,15,MÉXICO                      ,057,NAUCALPAN DE JUÁREZ,0098,SANTIAGO TEPATLAXCO
7,15,MÉXICO                      ,060,NICOLÁS ROMERO,0018,SAN FRANCISCO MAGÚ
7,15,MÉXICO                      ,067,OTZOLOTEPEC,0050,EJIDO DE LA Y SECCIÓN SIETE A REVOLUCIÓN
7,15,MÉXICO                      ,070,LA PAZ,0036,ARENAL
7,15,MÉXICO                      ,079,SOYANIQUILPAN DE JUÁREZ,0001,SAN FRANCISCO SOYANIQUILPAN
7,15,MÉXICO                      ,085,TEMASCALCINGO,0038,SANTIAGO COACHOCHITLÁN
7,15,MÉXICO                      ,095,TEPOTZOTLÁN,0026,SANTIAGO CUAUTLALPAN
7,15,MÉXICO                      ,106,TOLUCA,0088,SANTA CRUZ OTZACATIPAN
7,16,MICHOACÁN DE OCAMPO       ,004,ANGAMACUTIRO,0001,ANGAMACUTIRO DE LA UNIÓN
7,16,MICHOACÁN DE OCAMPO       ,013,CARÁCUARO,0001,CARÁCUARO DE MORELOS
7,16,MICHOACÁN DE OCAMPO       ,024,CHERÁN,0004,TANACO
7,16,MICHOACÁN DE OCAMPO       ,025,CHILCHOTA,0005,HUÁNCITO
7,16,MICHOACÁN DE OCAMPO       ,030,ECUANDUREO,0001,ECUANDUREO
7,16,MICHOACÁN DE OCAMPO       ,042,IXTLÁN,0001,IXTLÁN DE LOS HERVORES
7,16,MICHOACÁN DE OCAMPO       ,049,MADERO,0001,VILLA MADERO
7,16,MICHOACÁN DE OCAMPO       ,053,MORELIA,0027,LA ALDEA
7,16,MICHOACÁN DE OCAMPO       ,056,NAHUATZEN,0002,ARANTEPACUA
7,16,MICHOACÁN DE OCAMPO       ,060,NUMARÁN,0001,NUMARÁN
7,16,MICHOACÁN DE OCAMPO       ,077,SAN LUCAS,0067,VICENTE RIVA PALACIO
7,16,MICHOACÁN DE OCAMPO       ,080,SENGUIO,0001,SENGUIO
7,16,MICHOACÁN DE OCAMPO       ,103,VENUSTIANO CARRANZA,0007,LA PALMA (LA PALMA DE JESÚS)
7,17,MORELOS,009,HUITZILAC,0001,HUITZILAC
7,17,MORELOS,021,TETECALA,0001,TETECALA
7,17,MORELOS,029,YAUTEPEC,0003,LOS ARCOS
7,17,MORELOS,030,YECAPIXTLA,0018,XOCHITLÁN
7,17,MORELOS,032,ZACUALPAN,0001,ZACUALPAN DE AMILPAS
7,17,MORELOS,033,TEMOAC,0003,HUAZULCO
7,18,NAYARIT,013,SAN PEDRO LAGUNILLAS,0001,SAN PEDRO LAGUNILLAS
7,19,NUEVO LEÓN   ,018,GARCÍA,0105,PARQUE INDUSTRIAL CIUDAD MITRAS
7,19,NUEVO LEÓN   ,044,SABINAS HIDALGO,0001,CIUDAD SABINAS HIDALGO
7,20,OAXACA,071,PLUMA HIDALGO,0001,PLUMA HIDALGO
7,20,OAXACA,075,REFORMA DE PINEDA,0001,REFORMA DE PINEDA
7,20,OAXACA,084,SAN AGUSTÍN ETLA,0001,SAN AGUSTÍN ETLA
7,20,OAXACA,085,SAN AGUSTÍN LOXICHA,0001,SAN AGUSTÍN LOXICHA
7,20,OAXACA,102,SAN ANDRÉS ZAUTLA,0001,SAN ANDRÉS ZAUTLA
7,20,OAXACA,103,SAN ANTONINO CASTILLO VELASCO,0001,SAN ANTONINO CASTILLO VELASCO
7,20,OAXACA,115,SAN BARTOLO COYOTEPEC,0001,SAN BARTOLO COYOTEPEC
7,20,OAXACA,163,SAN JERÓNIMO TECÓATL,0001,SAN JERÓNIMO TECÓATL
7,20,OAXACA,166,SAN JOSÉ CHILTEPEC,0001,SAN JOSÉ CHILTEPEC
7,20,OAXACA,174,ÁNIMAS TRUJANO,0001,ÁNIMAS TRUJANO
7,20,OAXACA,177,SAN JUAN BAUTISTA CUICATLÁN,0001,SAN JUAN BAUTISTA CUICATLÁN
7,20,OAXACA,225,SAN LORENZO,0001,SAN LORENZO
7,20,OAXACA,285,SAN MIGUEL TLACAMAMA,0001,SAN MIGUEL TLACAMAMA
7,20,OAXACA,325,SAN PEDRO QUIATONI,0039,LA SOLEDAD SALINAS
7,20,OAXACA,366,SANTA CATARINA LOXICHA,0001,SANTA CATARINA LOXICHA
7,20,OAXACA,368,SANTA CATARINA MINAS,0001,SANTA CATARINA MINAS
7,20,OAXACA,515,SANTO DOMINGO TEHUANTEPEC,0010,MORRO DE MAZATÁN
7,20,OAXACA,550,SAN JERÓNIMO TLACOCHAHUAYA,0001,SAN JERÓNIMO TLACOCHAHUAYA
7,20,OAXACA,562,MAGDALENA YODOCONO DE PORFIRIO DÍAZ,0001,MAGDALENA YODOCONO DE PORFIRIO DÍAZ
7,21,PUEBLA,019,ATLIXCO,0088,SANTA CRUZ TEHUIXPANGO
7,21,PUEBLA,050,CHICHIQUILA,0001,CHICHIQUILA
7,21,PUEBLA,057,HONEY,0001,HONEY
7,21,PUEBLA,072,HUEHUETLA,0001,HUEHUETLA
7,21,PUEBLA,099,CAÑADA MORELOS,0001,MORELOS CAÑADA
7,21,PUEBLA,114,PUEBLA,0232,SAN PEDRO ZACACHIMALPA
7,21,PUEBLA,134,SAN MATÍAS TLALANCALECA,0002,JUÁREZ CORONACO
7,21,PUEBLA,158,TENAMPULCO,0001,TENAMPULCO
7,21,PUEBLA,174,TEZIUTLÁN,0022,XOLOATENO
7,21,PUEBLA,186,TLATLAUQUITEPEC,0040,XONOCUAUTLA
7,21,PUEBLA,195,VICENTE GUERRERO,0016,TEPETZITZINTLA
7,22,QUERÉTARO                               ,012,PEDRO ESCOBEDO,0031,"EL SAUZ (SAUZ ALTO, SAUZ BAJO)"
7,23,QUINTANA ROO,002,FELIPE CARRILLO PUERTO,0239,SEÑOR
7,23,QUINTANA ROO,006,JOSÉ MARÍA MORELOS,0051,DZIUCHÉ
7,24,SAN LUIS POTOSÍ        ,029,SAN MARTÍN CHALCHICUAUTLA,0001,SAN MARTÍN CHALCHICUAUTLA
7,25,SINALOA,006,CULIACÁN,0321,CULIACANCITO
7,25,SINALOA,007,CHOIX,0001,CHOIX
7,25,SINALOA,014,ROSARIO,0388,AGUA VERDE
7,25,SINALOA,017,SINALOA,0001,SINALOA DE LEYVA
7,25,SINALOA,017,SINALOA,0495,ESTACIÓN NARANJO
7,26,SONORA,003,ALAMOS,0001,ALAMOS
7,26,SONORA,017,CABORCA,0001,HEROICA CABORCA
7,27,TABASCO,011,JONUTA,0001,JONUTA
7,27,TABASCO,012,MACUSPANA,0091,PEMEX (CIUDAD PEMEX)
7,27,TABASCO,013,NACAJUCA,0001,NACAJUCA
7,28,TAMAULIPAS,012,GONZÁLEZ,0061,GRACIANO SÁNCHEZ
7,28,TAMAULIPAS,030,PADILLA,0001,NUEVA VILLA DE PADILLA
7,28,TAMAULIPAS,030,PADILLA,0009,BARRETAL
7,29,TLAXCALA,005,APIZACO,0002,CERRITO DE GUADALUPE
7,29,TLAXCALA,019,TEPETITLA DE LARDIZÁBAL,0007,SAN MATEO AYECAC
7,29,TLAXCALA,039,XALOZTOC,0007,SANTA CRUZ ZACATZONTETLA
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,009,ALTO LUCERO DE GUTIÉRREZ BARRIOS,0001,ALTO LUCERO
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,011,ALVARADO,0003,ANTÓN LIZARDO
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,025,AYAHUALULCO,0003,LOS ALTOS
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,028,BOCA DEL RÍO,0001,BOCA DEL RÍO
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,065,EMILIANO ZAPATA,0014,VILLA EMILIANO ZAPATA (EL CARRIZAL)
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,087,XALAPA,0086,COLONIA SANTA BÁRBARA
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,091,JESÚS CARRANZA,0001,JESÚS CARRANZA
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,092,XICO,0012,SAN MARCOS DE LEÓN (SAN MARCOS)
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,095,JUCHIQUE DE FERRER,0001,JUCHIQUE DE FERRER
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,100,MANLIO FABIO ALTAMIRANO,0001,MANLIO FABIO ALTAMIRANO
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,101,MARIANO ESCOBEDO,0001,MARIANO ESCOBEDO
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,127,LA PERLA,0001,LA PERLA
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,135,RAFAEL DELGADO,0002,JALAPILLA
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,151,TAMIAHUA,0001,TAMIAHUA
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,176,TLACOJALPAN,0001,TLACOJALPAN
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,193,VERACRUZ,0060,LAS AMAPOLAS
7,30,VERACRUZ DE IGNACIO DE LA LLAVE,212,SANTIAGO SOCHIAPAN,0001,XOCHIAPA
7,31,YUCATÁN       ,007,CACALCHÉN,0001,CACALCHÉN
7,31,YUCATÁN       ,011,CELESTÚN,0001,CELESTÚN
7,31,YUCATÁN       ,012,CENOTILLO,0001,CENOTILLO
7,31,YUCATÁN       ,030,DZITÁS,0001,DZITÁS
7,31,YUCATÁN       ,050,MÉRIDA,0077,CHABLEKAL
7,31,YUCATÁN       ,066,SANTA ELENA,0001,SANTA ELENA
7,31,YUCATÁN       ,069,SOTUTA,0001,SOTUTA
7,31,YUCATÁN       ,074,TAHMEK,0001,TAHMEK
7,31,YUCATÁN       ,097,TUNKÁS,0001,TUNKÁS
7,31,YUCATÁN       ,102,VALLADOLID,0188,YALCOBÁ
7,32,ZACATECAS,010,FRESNILLO,0210,SAN JOSÉ DE LOURDES
7,32,ZACATECAS,042,SOMBRERETE,0042,COLONIA GONZÁLEZ ORTEGA
7,32,ZACATECAS,044,TABASCO,0001,TABASCO
7,32,ZACATECAS,053,VILLA GONZÁLEZ ORTEGA,0001,VILLA GONZÁLEZ ORTEGA
8,01,AGUASCALIENTES,003,CALVILLO,0055,OJOCALIENTE
8,01,AGUASCALIENTES,004,COSÍO,0001,COSÍO
8,02,BAJA CALIFORNIA,001,ENSENADA,0139,RODOLFO SÁNCHEZ TABOADA (MANEADERO)
8,02,BAJA CALIFORNIA,004,TIJUANA,0187,LA JOYA
8,03,BAJA CALIFORNIA SUR,008,LOS CABOS,0952,LAS PALMAS
8,03,BAJA CALIFORNIA SUR,009,LORETO,0001,LORETO
8,04,CAMPECHE,005,HECELCHAKÁN,0007,POMUCH
8,04,CAMPECHE,006,HOPELCHÉN,0003,BOLONCHÉN DE REJÓN
8,04,CAMPECHE,007,PALIZADA,0001,PALIZADA
8,07,CHIAPAS,001,ACACOYAGUA,0001,ACACOYAGUA
8,07,CHIAPAS,014,EL BOSQUE,0001,EL BOSQUE
8,07,CHIAPAS,031,CHILÓN,0001,CHILÓN
8,07,CHIAPAS,039,HUITIUPÁN,0001,HUITIUPÁN
8,07,CHIAPAS,105,UNIÓN JUÁREZ,0024,SANTO DOMINGO
8,07,CHIAPAS,106,VENUSTIANO CARRANZA,0151,SOYATITÁN
8,10,DURANGO,021,PEÑÓN BLANCO,0001,PEÑÓN BLANCO
8,10,DURANGO,039,NUEVO IDEAL,0001,NUEVO IDEAL
8,11,GUANAJUATO,013,DOCTOR MORA,0001,DOCTOR MORA
8,11,GUANAJUATO,020,LEÓN,0317,DUARTE
8,11,GUANAJUATO,028,SALVATIERRA,0060,SAN PEDRO DE LOS NARANJOS
8,11,GUANAJUATO,035,SANTA CRUZ DE JUVENTINO ROSAS,0075,SANTIAGO DE CUENDA
8,11,GUANAJUATO,039,TARIMORO,0022,LA MONCADA
8,11,GUANAJUATO,044,VILLAGRÁN,0023,MEXICANOS
8,12,GUERRERO,001,ACAPULCO DE JUÁREZ,0166,TRES PALOS
8,12,GUERRERO,005,ALPOYECA,0001,ALPOYECA
8,12,GUERRERO,025,CUAUTEPEC,0001,CUAUTEPEC
8,12,GUERRERO,038,ZIHUATANEJO DE AZUETA,0057,PANTLA
8,12,GUERRERO,053,SAN MARCOS,0039,LAS MESAS
8,12,GUERRERO,055,TAXCO DE ALARCÓN,0039,ACUITLAPÁN
8,12,GUERRERO,059,TEPECOACUILCO DE TRUJANO,0001,TEPECOACUILCO DE TRUJANO
8,13,HIDALGO,004,AGUA BLANCA DE ITURBIDE,0001,AGUA BLANCA ITURBIDE
8,13,HIDALGO,043,NICOLÁS FLORES,0001,NICOLÁS FLORES
8,13,HIDALGO,051,MINERAL DE LA REFORMA,0010,DOS CARLOS PUEBLO NUEVO
8,13,HIDALGO,051,MINERAL DE LA REFORMA,0147,UNIDAD MINERA 11 DE JULIO
8,13,HIDALGO,067,TEZONTEPEC DE ALDAMA,0010,SAN GABRIEL
8,13,HIDALGO,077,TULANCINGO DE BRAVO,0010,JALTEPEC
8,14,JALISCO,014,ATOYAC,0001,ATOYAC
8,14,JALISCO,030,CHAPALA,0003,ATOTONILQUILLO
8,14,JALISCO,041,HUEJÚCAR,0001,HUEJÚCAR
8,14,JALISCO,043,LA HUERTA,0001,LA HUERTA
8,14,JALISCO,066,PONCITLÁN,0011,CUITZEO (LA ESTANCIA)
8,14,JALISCO,070,EL SALTO,0021,SAN JOSÉ EL VERDE (EL VERDE)
8,14,JALISCO,095,TEUCHITLÁN,0001,TEUCHITLÁN
8,14,JALISCO,097,TLAJOMULCO DE ZÚÑIGA,0035,SANTA CRUZ DEL VALLE
8,14,JALISCO,100,TOMATLÁN,0001,TOMATLÁN
8,15,MÉXICO                      ,003,ACULCO,0001,ACULCO DE ESPINOZA
8,15,MÉXICO                      ,005,ALMOLOYA DE JUÁREZ,0004,LA CABECERA
8,15,MÉXICO                      ,016,AXAPUSCO,0001,AXAPUSCO
8,15,MÉXICO                      ,025,CHALCO,0002,LA CANDELARIA TLAPALA
8,15,MÉXICO                      ,028,CHIAUTLA,0006,SANTIAGO CHIMALPA (CHIMALPA)
8,15,MÉXICO                      ,042,IXTLAHUACA,0025,SAN LORENZO TOXICO
8,15,MÉXICO                      ,048,JOCOTITLÁN,0005,MAVORO
8,15,MÉXICO                      ,050,JUCHITEPEC,0002,SAN MATÍAS CUIJINGO
8,15,MÉXICO                      ,051,LERMA,0017,SAN FRANCISCO XOCHICUAUTLA
8,15,MÉXICO                      ,051,LERMA,0021,SAN MIGUEL AMEYALCO
8,15,MÉXICO                      ,054,METEPEC,0047,SAN MIGUEL TOTOCUITLAPILCO
8,15,MÉXICO                      ,063,OCUILAN,0001,OCUILAN DE ARTEAGA
8,15,MÉXICO                      ,070,LA PAZ,0019,EL PINO
8,15,MÉXICO                      ,070,LA PAZ,0041,SAN JOSÉ LAS PALMAS
8,15,MÉXICO                      ,088,TENANCINGO,0034,LA TRINIDAD
8,15,MÉXICO                      ,092,TEOTIHUACÁN,0019,SAN LORENZO TLALMIMILOLPAN
8,15,MÉXICO                      ,106,TOLUCA,0063,SAN ANTONIO BUENAVISTA
8,15,MÉXICO                      ,118,ZINACANTEPEC,0014,EL CÓPORO
8,15,MÉXICO                      ,118,ZINACANTEPEC,0087,BARRIO DE MÉXICO
8,15,MÉXICO                      ,120,ZUMPANGO,0023,COLONIA LÁZARO CÁRDENAS DEL RÍO
8,16,MICHOACÁN DE OCAMPO       ,050,MARAVATÍO,0070,TUNGAREO
8,16,MICHOACÁN DE OCAMPO       ,056,NAHUATZEN,0003,COMACHUÉN
8,16,MICHOACÁN DE OCAMPO       ,065,PARACHO,0006,NURIO
8,16,MICHOACÁN DE OCAMPO       ,082,TACÁMBARO,0066,PEDERNALES
8,16,MICHOACÁN DE OCAMPO       ,084,TANGAMANDAPIO,0004,LA CANTERA
8,16,MICHOACÁN DE OCAMPO       ,086,TANHUATO,0001,TANHUATO DE GUERRERO
8,16,MICHOACÁN DE OCAMPO       ,088,TARÍMBARO,0039,URUÉTARO
8,16,MICHOACÁN DE OCAMPO       ,093,TLALPUJAHUA,0001,TLALPUJAHUA DE RAYÓN
8,16,MICHOACÁN DE OCAMPO       ,104,VILLAMAR,0012,EMILIANO ZAPATA
8,16,MICHOACÁN DE OCAMPO       ,107,ZACAPU,0025,TIRÍNDARO
8,17,MORELOS,003,AXOCHIAPAN,0003,ATLACAHUALOYA
8,17,MORELOS,004,AYALA,0008,CHINAMECA
8,17,MORELOS,012,JOJUTLA,0011,TEHUIXTLA
8,17,MORELOS,013,JONACATEPEC,0006,TETELILLA
8,18,NAYARIT,004,COMPOSTELA,0128,LA PEÑITA DE JALTEMBA
8,18,NAYARIT,020,BAHÍA DE BANDERAS,0053,MEZCALES
8,19,NUEVO LEÓN   ,012,CIÉNEGA DE FLORES,0001,CIÉNEGA DE FLORES
8,19,NUEVO LEÓN   ,019,SAN PEDRO GARZA GARCÍA,0001,SAN PEDRO GARZA GARCÍA
8,20,OAXACA,188,SAN JUAN COLORADO,0001,SAN JUAN COLORADO
8,20,OAXACA,227,SAN LORENZO CACAOTEPEC,0003,SANTIAGO ETLA
8,20,OAXACA,255,SAN MATEO SINDIHUI,0001,SAN MATEO SINDIHUI
8,20,OAXACA,259,SAN MIGUEL AHUEHUETITLÁN,0001,SAN MIGUEL AHUEHUETITLÁN
8,20,OAXACA,312,SAN PEDRO JICAYÁN,0001,SAN PEDRO JICAYÁN
8,20,OAXACA,363,SANTA CATARINA IXTEPEJI,0001,SANTA CATARINA IXTEPEJI
8,20,OAXACA,400,SANTA MARÍA CAMOTLÁN,0001,SANTA MARÍA CAMOTLÁN
8,20,OAXACA,403,SANTA MARÍA COYOTEPEC,0001,SANTA MARÍA COYOTEPEC
8,20,OAXACA,437,SANTA MARÍA TLAHUITOLTEPEC,0001,SANTA MARÍA TLAHUITOLTEPEC
8,21,PUEBLA,015,AMOZOC,0004,CONCEPCIÓN CAPULAC (LA EX-HACIENDA)
8,21,PUEBLA,026,CALPAN,0003,SAN MATEO OZOLCO
8,21,PUEBLA,040,CUAUTINCHÁN,0001,CUAUTINCHÁN
8,21,PUEBLA,069,HUAQUECHULA,0001,HUAQUECHULA
8,21,PUEBLA,069,HUAQUECHULA,0025,TEZONTEOPAN DE BONILLA
8,21,PUEBLA,106,OCOYUCAN,0001,SANTA CLARA OCOYUCAN
8,21,PUEBLA,112,PETLALCINGO,0001,PETLALCINGO
